2022-07-01,1,38

2022-07-01,1,44

2022-07-01,1,45

2022-07-01,1,45

2022-07-01,1,45

2022-07-01,1,47

2022-07-01,1,47

2022-07-01,1,47

2022-07-04,1,239

2022-07-04,1,239

2022-07-04,1,239

2022-07-04,1,239

2022-07-04,1,239

2022-07-04,1,239

2022-07-04,1,239

2022-07-04,1,239

2022-07-05,1,250

2022-07-05,1,252

2022-07-05,1,253

2022-07-05,1,253

2022-07-05,1,253

2022-07-05,1,253

2022-07-05,1,253

2022-07-05,1,252

2022-07-05,1,252

2022-07-05,1,252

2022-07-05,1,251

2022-07-05,1,249

2022-07-05,1,249

2022-07-05,1,249

2022-07-05,1,251

2022-07-05,1,253

2022-07-05,1,250

2022-07-05,1,250

2022-07-05,1,250

2022-07-05,1,252

2022-07-05,1,256

2022-07-05,1,258

2022-07-05,1,257

2022-07-05,1,259

2022-07-05,1,259

2022-07-05,1,263

2022-07-05,1,267

2022-07-05,1,267

2022-07-05,1,270

2022-07-05,1,275

2022-07-05,1,275

2022-07-05,1,278

2022-07-05,1,280

2022-07-05,1,287

2022-07-05,1,294

2022-07-05,1,292

2022-07-05,1,287

2022-07-05,1,285

2022-07-05,1,281

2022-07-05,1,280

2022-07-05,1,275

2022-07-05,1,270

2022-07-05,1,272

2022-07-05,1,264

2022-07-05,1,259

2022-07-05,1,254

2022-07-05,1,257

2022-07-05,1,256

2022-07-05,1,249

2022-07-05,1,251

2022-07-05,1,248

2022-07-05,1,243

2022-07-05,1,245

2022-07-05,1,241

2022-07-05,1,234

2022-07-05,1,227

2022-07-05,1,224

2022-07-05,1,218

2022-07-05,1,221

2022-07-05,1,228

2022-07-05,1,236

2022-07-05,1,239

2022-07-05,1,247

2022-07-05,1,251

2022-07-05,1,249

2022-07-05,1,253

2022-07-05,1,253

2022-07-05,1,259

2022-07-05,1,260

2022-07-05,1,260

2022-07-05,1,259

2022-07-05,1,263

2022-07-05,1,256

2022-07-05,1,257

2022-07-05,1,258

2022-07-05,1,254

2022-07-05,1,261

2022-07-05,1,263

2022-07-05,1,261

2022-07-05,1,264

2022-07-05,1,265

2022-07-05,1,268

2022-07-05,1,269

2022-07-05,1,269

2022-07-05,1,272

2022-07-05,1,270

2022-07-05,1,270

2022-07-05,1,267

2022-07-05,1,272

2022-07-05,1,272

2022-07-05,1,275

2022-07-05,1,270

2022-07-05,1,268

2022-07-05,1,266

2022-07-05,1,267

2022-07-05,1,274

2022-07-05,1,276

2022-07-05,1,278

2022-07-05,1,278

2022-07-05,1,281

2022-07-05,1,284

2022-07-05,1,286

2022-07-05,1,286

2022-07-05,1,288

2022-07-05,1,292

2022-07-05,1,293

2022-07-05,1,301

2022-07-05,1,316

2022-07-05,1,314

2022-07-05,1,317

2022-07-05,1,323

2022-07-05,1,325

2022-07-05,1,330

2022-07-05,1,344

2022-07-05,1,351

2022-07-05,1,357

2022-07-05,1,362

2022-07-05,1,372

2022-07-05,1,378

2022-07-05,1,387

2022-07-05,1,408

2022-07-05,1,425

2022-07-05,1,433

2022-07-05,1,439

2022-07-05,1,451

2022-07-05,1,463

2022-07-05,1,470

2022-07-05,1,473

2022-07-05,1,480

2022-07-05,1,492

2022-07-05,1,498

2022-07-05,1,512

2022-07-05,1,532

2022-07-05,1,552

2022-07-05,1,583

2022-07-05,1,600

2022-07-05,1,620

2022-07-05,1,652

2022-07-05,1,674

2022-07-05,1,703

2022-07-05,1,731

2022-07-05,1,775

2022-07-05,1,801

2022-07-05,1,827

2022-07-05,1,833

2022-07-06,1,998

2022-07-06,1,997

2022-07-06,1,998

2022-07-06,1,1000

2022-07-06,1,1003

2022-07-06,1,1003

2022-07-06,1,1005

2022-07-06,1,1008

2022-07-06,1,1008

2022-07-06,1,1009

2022-07-06,1,1008

2022-07-06,1,1008

2022-07-06,1,1010

2022-07-06,1,1011

2022-07-06,1,1012

2022-07-06,1,1012

2022-07-06,1,1012

2022-07-06,1,1013

2022-07-06,1,1013

2022-07-06,1,1016

2022-07-06,1,1020

2022-07-06,1,1021

2022-07-06,1,1026

2022-07-06,1,1026

2022-07-06,1,1027

2022-07-06,1,1030

2022-07-06,1,1032

2022-07-06,1,1032

2022-07-06,1,1032

2022-07-06,1,1033

2022-07-06,1,1034

2022-07-06,1,1034

2022-07-06,1,1036

2022-07-06,1,1037

2022-07-06,1,1039

2022-07-06,1,1039

2022-07-06,1,1039

2022-07-06,1,1042

2022-07-06,1,1043

2022-07-06,1,1043

2022-07-06,1,1045

2022-07-06,1,1046

2022-07-06,1,1046

2022-07-06,1,1049

2022-07-06,1,1050

2022-07-06,1,1049

2022-07-06,1,1053

2022-07-06,1,1058

2022-07-06,1,1058

2022-07-06,1,1059

2022-07-06,1,1060

2022-07-06,1,1061

2022-07-06,1,1063

2022-07-06,1,1068

2022-07-06,1,1071

2022-07-06,1,1073

2022-07-06,1,1073

2022-07-06,1,1076

2022-07-06,1,1078

2022-07-06,1,1078

2022-07-06,1,1078

2022-07-06,1,1077

2022-07-06,1,1077

2022-07-06,1,1077

2022-07-06,1,1080

2022-07-06,1,1082

2022-07-06,1,1083

2022-07-06,1,1087

2022-07-06,1,1092

2022-07-06,1,1092

2022-07-06,1,1098

2022-07-06,1,1102

2022-07-06,1,1103

2022-07-06,1,1100

2022-07-06,1,1101

2022-07-06,1,1101

2022-07-06,1,1100

2022-07-06,1,1103

2022-07-06,1,1103

2022-07-06,1,1102

2022-07-06,1,1103

2022-07-06,1,1103

2022-07-06,1,1103

2022-07-06,1,1107

2022-07-06,1,1108

2022-07-06,1,1104

2022-07-06,1,1103

2022-07-06,1,1102

2022-07-06,1,1103

2022-07-06,1,1104

2022-07-06,1,1104

2022-07-06,1,1102

2022-07-06,1,1101

2022-07-06,1,1105

2022-07-06,1,1109

2022-07-06,1,1106

2022-07-06,1,1106

2022-07-06,1,1105

2022-07-06,1,1103

2022-07-07,1,1024

2022-07-07,1,1024

2022-07-07,1,1024

2022-07-07,1,1024

2022-07-07,1,1024

2022-07-07,1,1024

2022-07-07,1,1025

2022-07-07,1,1026

2022-07-07,1,1027

2022-07-07,1,1026

2022-07-07,1,1029

2022-07-07,1,1029

2022-07-07,1,1029

2022-07-07,1,1029

2022-07-07,1,1029

2022-07-07,1,1031

2022-07-07,1,1031

2022-07-07,1,1032

2022-07-07,1,1032

2022-07-07,1,1033

2022-07-07,1,1034

2022-07-07,1,1034

2022-07-07,1,1034

2022-07-07,1,1034

2022-07-07,1,1034

2022-07-07,1,1034

2022-07-07,1,1035

2022-07-07,1,1035

2022-07-07,1,1035

2022-07-07,1,1035

2022-07-07,1,1035

2022-07-07,1,1035

2022-07-07,1,1033

2022-07-07,1,1034

2022-07-07,1,1034

2022-07-07,1,1034

2022-07-07,1,1034

2022-07-07,1,1034

2022-07-07,1,1035

2022-07-07,1,1035

2022-07-10 17:37:24.336314,1,1058

2022-07-10 17:37:57.290312,1,1058

2022-07-10 17:38:36.752348,1,1058

2022-07-10 17:39:06.159250,1,1058

2022-07-10 17:39:41.303300,1,1058

2022-07-10 17:46:05.613651,1,1058

2022-07-10 17:46:46.532170,1,1058

2022-07-10 17:47:11.075890,1,1058

2022-07-10 17:47:51.963323,1,1058

2022-07-10 17:48:17.996608,1,1058

2022-07-10 17:48:56.978255,1,1058

2022-07-10 17:49:33.905829,1,1058

2022-07-10 17:50:04.584361,1,1058

2022-07-10 17:50:42.157617,1,1058

2022-07-10 17:52:56.873149,1,1058

2022-07-10 17:53:32.505174,1,1058

2022-07-10 17:53:57.527478,1,1058

2022-07-10 17:54:24.075927,1,1058

2022-07-10 17:54:51.612651,1,1058

2022-07-10 17:55:28.771467,1,1058

2022-07-10 17:56:07.639729,1,1058

2022-07-10 17:56:30.784252,1,1058

2022-07-10 17:57:13.426528,1,1058

2022-07-10 17:57:41.516499,1,1058

2022-07-10 18:36:27.310356,1,1061
2022-07-10 18:36:57.630726,1,1061
2022-07-10 18:37:41.127077,1,1061
2022-07-10 18:38:14.213634,1,1061
2022-07-10 18:38:40.314541,1,1061
2022-07-10 18:39:06.699797,1,1061
2022-07-10 18:39:41.157332,1,1061
2022-07-10 18:40:15.753655,1,1061
2022-07-10 18:40:49.846051,1,1061
2022-07-10 18:41:26.551323,1,1061
2022-07-10 18:42:02.964923,1,1061
2022-07-10 18:42:31.390681,1,1061
2022-07-10 18:43:01.583401,1,1061
2022-07-10 18:43:43.283847,1,1061
2022-07-10 18:44:05.833159,1,1061
2022-07-10 18:44:27.652577,1,1061
2022-07-10 18:45:09.818210,1,1061
2022-07-10 18:45:40.500844,1,1061
2022-07-10 18:46:06.244403,1,1061
2022-07-10 18:46:52.671423,1,1061
2022-07-10 18:47:20.195269,1,1061
2022-07-10 18:47:54.331849,1,1061
2022-07-10 18:56:41.590847,1,1062
2022-07-10 18:57:14.345161,1,1062
2022-07-10 18:57:46.098521,1,1062
2022-07-10 18:58:16.427816,1,1062
2022-07-10 18:59:42.628838,1,1062
2022-07-10 19:00:07.894268,1,1062
2022-07-10 19:00:30.956371,1,1062
2022-07-10 19:01:08.731909,1,1061
2022-07-10 19:06:01.141820,1,1060
2022-07-10 19:06:31.457082,1,1060
2022-07-10 19:06:56.904826,1,1061
2022-07-10 19:08:26.180865,1,1061
2022-07-10 19:09:09.126907,1,1061
2022-07-10 19:11:10.872471,1,1061
2022-07-10 19:13:30.265129,1,1061
2022-07-10 19:13:58.855186,1,1061
2022-07-10 19:25:57.850411,1,1061
2022-07-10 19:26:24.416904,1,1061
2022-07-10 19:27:05.733715,1,1061
2022-07-10 19:29:53.600188,1,1062
2022-07-10 19:35:11.644252,1,1061
2022-07-10 19:45:44.785848,1,1061
2022-07-10 19:46:23.038289,1,1061
2022-07-10 19:46:59.493594,1,1061
2022-07-10 19:47:38.917553,1,1062
2022-07-10 19:48:05.519416,1,1062
2022-07-10 19:48:30.176044,1,1062
2022-07-14 02:53:20.737607,1,1063
2022-07-14 02:53:54.864438,1,1063
2022-07-14 03:00:51.210155,1,1063
2022-07-14 03:10:36.283603,1,1063
2022-07-14 03:11:28.111073,1,1063
2022-07-14 03:12:47.469238,1,1063
2022-07-14 03:13:32.031814,1,1063
2022-07-14 03:13:56.863216,1,1063
2022-07-14 03:14:17.842120,1,1063
2022-07-14 03:14:55.203061,1,1063
2022-07-14 03:15:24.252001,1,1063
2022-07-14 03:16:01.114232,1,1063
2022-07-14 03:16:34.216915,1,1063
2022-07-14 03:17:13.104637,1,1063
2022-07-14 03:17:55.306919,1,1063
2022-07-14 03:18:33.121500,1,1063
2022-07-14 03:22:03.365070,1,1063
2022-07-14 03:22:37.527520,1,1063
2022-07-14 03:23:08.089953,1,1063
2022-07-14 03:23:58.374181,1,1063
2022-07-14 03:24:23.109540,1,1063
2022-07-14 03:25:08.165009,1,1063
2022-07-14 03:25:42.945116,1,1063
2022-07-14 03:26:11.382409,1,1063
2022-07-14 03:26:42.096412,1,1063
2022-07-14 03:27:19.539072,1,1063
2022-07-14 03:27:48.966937,1,1064
2022-07-14 03:28:19.254980,1,1064
2022-07-14 03:28:58.111569,1,1064
2022-07-14 03:33:12.553834,1,1065
2022-07-14 03:33:51.000130,1,1065
2022-07-14 03:34:18.273685,1,1065
2022-07-14 03:35:53.202402,1,1067
2022-07-14 03:36:17.874902,1,1066
2022-07-14 03:36:51.093690,1,1067
2022-07-14 03:37:20.920532,1,1067
2022-07-14 03:37:52.623813,1,1067
2022-07-14 03:38:22.919003,1,1067
2022-07-14 03:38:59.396810,1,1067
2022-07-14 03:39:37.558202,1,1067
2022-07-14 03:40:04.999619,1,1067
2022-07-14 03:40:42.422080,1,1067
2022-07-14 03:41:15.674796,1,1067
2022-07-14 03:41:50.887384,1,1067
2022-07-14 03:42:47.562517,1,1067
2022-07-14 03:43:28.189868,1,1068
